instance,fitness_func,run,valid,cover_size,time,population_size,generations,mutation_rate
50_nodes,LinearSoftPenalty,4,True,36,5.110885858535767,100,1500,0.1
50_nodes,LinearSoftPenalty,0,True,34,1.02109956741333,100,300,0.05
50_nodes,LinearSoftPenalty,1,False,34,1.0861425399780273,100,300,0.05
50_nodes,LinearSoftPenalty,2,True,35,0.9881188869476318,100,300,0.05
50_nodes,LinearSoftPenalty,3,True,35,0.9211161136627197,100,300,0.05
50_nodes,LinearSoftPenalty,4,True,34,0.8512446880340576,100,300,0.05
50_nodes,LinearSoftPenalty,0,True,35,0.8713705539703369,100,300,0.1
50_nodes,LinearSoftPenalty,1,False,36,0.8797702789306641,100,300,0.1
50_nodes,LinearSoftPenalty,2,True,34,0.8791661262512207,100,300,0.1
50_nodes,LinearSoftPenalty,3,True,36,0.8746728897094727,100,300,0.1
50_nodes,LinearSoftPenalty,4,False,34,0.870166540145874,100,300,0.1
50_nodes,LinearSoftPenalty,0,True,38,0.8720362186431885,100,300,0.15
50_nodes,LinearSoftPenalty,1,True,41,0.9527654647827148,100,300,0.15
50_nodes,LinearSoftPenalty,2,False,35,0.905982494354248,100,300,0.15
50_nodes,LinearSoftPenalty,3,False,37,0.907785177230835,100,300,0.15
50_nodes,LinearSoftPenalty,4,False,39,0.8735945224761963,100,300,0.15
50_nodes,LinearSoftPenalty,0,False,37,0.8953478336334229,100,300,0.2
50_nodes,LinearSoftPenalty,1,False,37,0.8881919384002686,100,300,0.2
50_nodes,LinearSoftPenalty,2,False,41,0.8837428092956543,100,300,0.2
50_nodes,LinearSoftPenalty,3,False,40,0.8777503967285156,100,300,0.2
50_nodes,LinearSoftPenalty,4,False,38,0.9220149517059326,100,300,0.2
