instance,fitness_func,run,valid,cover_size,time,population_size,generations,mutation_rate
20_nodes,LinearSoftPenalty,0,True,12,0.374004602432251,100,300,0.1
20_nodes,LinearSoftPenalty,1,True,13,0.37235069274902344,100,300,0.1
20_nodes,LinearSoftPenalty,2,True,12,0.4038717746734619,100,300,0.1
20_nodes,LinearSoftPenalty,3,True,13,0.3849301338195801,100,300,0.1
20_nodes,LinearSoftPenalty,4,True,13,0.36895084381103516,100,300,0.1
20_nodes,AdaptiveEdgeWeighting,0,True,13,0.3769803047180176,100,300,0.1
20_nodes,AdaptiveEdgeWeighting,1,True,12,0.3866722583770752,100,300,0.1
20_nodes,AdaptiveEdgeWeighting,2,True,12,0.3811006546020508,100,300,0.1
20_nodes,AdaptiveEdgeWeighting,3,True,12,0.4109375476837158,100,300,0.1
20_nodes,AdaptiveEdgeWeighting,4,True,13,0.3798058032989502,100,300,0.1
20_nodes,RepairBasedFitness,0,False,8,0.44257211685180664,100,300,0.1
20_nodes,RepairBasedFitness,1,False,7,0.43068647384643555,100,300,0.1
20_nodes,RepairBasedFitness,2,False,9,0.4248795509338379,100,300,0.1
20_nodes,RepairBasedFitness,3,False,10,0.41163063049316406,100,300,0.1
20_nodes,RepairBasedFitness,4,False,8,0.44144678115844727,100,300,0.1
20_nodes,LinearSoftPenalty,0,True,12,0.19349336624145508,50,300,0.1
20_nodes,LinearSoftPenalty,1,True,13,0.1851639747619629,50,300,0.1
20_nodes,LinearSoftPenalty,2,True,13,0.19101500511169434,50,300,0.1
20_nodes,LinearSoftPenalty,3,True,12,0.19118642807006836,50,300,0.1
20_nodes,LinearSoftPenalty,4,True,13,0.1849040985107422,50,300,0.1
20_nodes,LinearSoftPenalty,0,True,13,0.37521886825561523,100,300,0.1
20_nodes,LinearSoftPenalty,1,True,13,0.3790907859802246,100,300,0.1
20_nodes,LinearSoftPenalty,2,True,13,0.37285566329956055,100,300,0.1
20_nodes,LinearSoftPenalty,3,True,13,0.3788614273071289,100,300,0.1
20_nodes,LinearSoftPenalty,4,True,13,0.3780186176300049,100,300,0.1
20_nodes,LinearSoftPenalty,0,True,13,0.7308337688446045,200,300,0.1
20_nodes,LinearSoftPenalty,1,True,13,0.7302908897399902,200,300,0.1
20_nodes,LinearSoftPenalty,2,True,12,0.7534356117248535,200,300,0.1
20_nodes,LinearSoftPenalty,3,True,12,0.7715590000152588,200,300,0.1
20_nodes,LinearSoftPenalty,4,True,13,0.7650856971740723,200,300,0.1
20_nodes,LinearSoftPenalty,0,True,13,1.1579830646514893,300,300,0.1
20_nodes,LinearSoftPenalty,1,True,13,1.1330020427703857,300,300,0.1
20_nodes,LinearSoftPenalty,2,True,13,1.1548264026641846,300,300,0.1
20_nodes,LinearSoftPenalty,3,True,13,1.1186387538909912,300,300,0.1
20_nodes,LinearSoftPenalty,4,True,12,1.1360361576080322,300,300,0.1
20_nodes,LinearSoftPenalty,0,True,13,0.3784928321838379,100,300,0.1
20_nodes,LinearSoftPenalty,1,True,13,0.3842661380767822,100,300,0.1
20_nodes,LinearSoftPenalty,2,True,12,0.37908172607421875,100,300,0.1
20_nodes,LinearSoftPenalty,3,True,12,0.381272554397583,100,300,0.1
20_nodes,LinearSoftPenalty,4,True,13,0.38195204734802246,100,300,0.1
20_nodes,LinearSoftPenalty,0,True,13,0.6312482357025146,100,500,0.1
20_nodes,LinearSoftPenalty,1,True,12,0.6275761127471924,100,500,0.1
20_nodes,LinearSoftPenalty,2,True,12,0.6316354274749756,100,500,0.1
20_nodes,LinearSoftPenalty,3,True,12,0.6465182304382324,100,500,0.1
20_nodes,LinearSoftPenalty,4,True,12,0.6520793437957764,100,500,0.1
20_nodes,LinearSoftPenalty,0,True,12,1.052943229675293,100,750,0.1
20_nodes,LinearSoftPenalty,1,True,12,0.9862411022186279,100,750,0.1
20_nodes,LinearSoftPenalty,2,True,13,0.9913828372955322,100,750,0.1
20_nodes,LinearSoftPenalty,3,True,13,0.9800641536712646,100,750,0.1
20_nodes,LinearSoftPenalty,4,True,12,0.9772756099700928,100,750,0.1
20_nodes,LinearSoftPenalty,0,True,13,1.2877719402313232,100,1000,0.1
20_nodes,LinearSoftPenalty,1,True,13,1.2789342403411865,100,1000,0.1
20_nodes,LinearSoftPenalty,2,True,13,1.285485029220581,100,1000,0.1
20_nodes,LinearSoftPenalty,3,True,13,1.2865793704986572,100,1000,0.1
20_nodes,LinearSoftPenalty,4,True,12,1.2658123970031738,100,1000,0.1
20_nodes,LinearSoftPenalty,0,True,13,1.9093835353851318,100,1500,0.1
20_nodes,LinearSoftPenalty,1,True,12,1.8856604099273682,100,1500,0.1
20_nodes,LinearSoftPenalty,2,True,13,1.859938621520996,100,1500,0.1
20_nodes,LinearSoftPenalty,3,True,13,1.8713438510894775,100,1500,0.1
20_nodes,LinearSoftPenalty,4,True,13,1.8841536045074463,100,1500,0.1
20_nodes,LinearSoftPenalty,0,True,13,0.36841392517089844,100,300,0.05
20_nodes,LinearSoftPenalty,1,True,13,0.36615920066833496,100,300,0.05
20_nodes,LinearSoftPenalty,2,True,12,0.36928796768188477,100,300,0.05
20_nodes,LinearSoftPenalty,3,True,13,0.37883472442626953,100,300,0.05
20_nodes,LinearSoftPenalty,4,True,13,0.36939430236816406,100,300,0.05
20_nodes,LinearSoftPenalty,0,True,13,0.3773159980773926,100,300,0.1
20_nodes,LinearSoftPenalty,1,True,12,0.376676082611084,100,300,0.1
20_nodes,LinearSoftPenalty,2,True,13,0.3844578266143799,100,300,0.1
20_nodes,LinearSoftPenalty,3,True,13,0.3813009262084961,100,300,0.1
20_nodes,LinearSoftPenalty,4,True,13,0.3815159797668457,100,300,0.1
20_nodes,LinearSoftPenalty,0,True,13,0.38042426109313965,100,300,0.15
20_nodes,LinearSoftPenalty,1,True,13,0.3812110424041748,100,300,0.15
20_nodes,LinearSoftPenalty,2,True,13,0.38481974601745605,100,300,0.15
20_nodes,LinearSoftPenalty,3,True,13,0.38592004776000977,100,300,0.15
20_nodes,LinearSoftPenalty,4,True,12,0.3775484561920166,100,300,0.15
20_nodes,LinearSoftPenalty,0,True,12,0.3781247138977051,100,300,0.2
20_nodes,LinearSoftPenalty,1,True,13,0.3784341812133789,100,300,0.2
20_nodes,LinearSoftPenalty,2,True,12,0.38286614418029785,100,300,0.2
20_nodes,LinearSoftPenalty,3,True,12,0.3759455680847168,100,300,0.2
20_nodes,LinearSoftPenalty,4,True,12,0.37911486625671387,100,300,0.2
50_nodes,LinearSoftPenalty,0,True,35,0.8508138656616211,100,300,0.1
50_nodes,LinearSoftPenalty,1,False,34,0.8435938358306885,100,300,0.1
50_nodes,LinearSoftPenalty,2,True,36,0.8408458232879639,100,300,0.1
50_nodes,LinearSoftPenalty,3,False,33,0.8347182273864746,100,300,0.1
50_nodes,LinearSoftPenalty,4,False,36,0.8441193103790283,100,300,0.1
50_nodes,AdaptiveEdgeWeighting,0,False,34,0.8922574520111084,100,300,0.1
50_nodes,AdaptiveEdgeWeighting,1,True,36,0.8980658054351807,100,300,0.1
50_nodes,AdaptiveEdgeWeighting,2,False,33,0.8965680599212646,100,300,0.1
50_nodes,AdaptiveEdgeWeighting,3,True,35,0.8797039985656738,100,300,0.1
50_nodes,AdaptiveEdgeWeighting,4,False,33,0.8763101100921631,100,300,0.1
50_nodes,RepairBasedFitness,0,False,19,1.074906349182129,100,300,0.1
50_nodes,RepairBasedFitness,1,False,16,1.0739798545837402,100,300,0.1
50_nodes,RepairBasedFitness,2,False,19,1.080207109451294,100,300,0.1
50_nodes,RepairBasedFitness,3,False,14,1.0913200378417969,100,300,0.1
50_nodes,RepairBasedFitness,4,False,17,1.1001317501068115,100,300,0.1
50_nodes,LinearSoftPenalty,0,False,38,0.42148900032043457,50,300,0.1
50_nodes,LinearSoftPenalty,1,False,36,0.4454021453857422,50,300,0.1
50_nodes,LinearSoftPenalty,2,False,35,0.42789363861083984,50,300,0.1
50_nodes,LinearSoftPenalty,3,False,35,0.4335930347442627,50,300,0.1
50_nodes,LinearSoftPenalty,4,False,36,0.42631053924560547,50,300,0.1
50_nodes,LinearSoftPenalty,0,False,32,0.8448786735534668,100,300,0.1
50_nodes,LinearSoftPenalty,1,False,34,0.8577835559844971,100,300,0.1
50_nodes,LinearSoftPenalty,2,True,35,0.8419880867004395,100,300,0.1
50_nodes,LinearSoftPenalty,3,False,34,0.8478755950927734,100,300,0.1
50_nodes,LinearSoftPenalty,4,False,35,0.8581132888793945,100,300,0.1
50_nodes,LinearSoftPenalty,0,False,33,1.660369873046875,200,300,0.1
50_nodes,LinearSoftPenalty,1,True,35,1.6368649005889893,200,300,0.1
50_nodes,LinearSoftPenalty,2,True,35,1.6404445171356201,200,300,0.1
50_nodes,LinearSoftPenalty,3,True,35,1.6445889472961426,200,300,0.1
50_nodes,LinearSoftPenalty,4,True,35,1.63846755027771,200,300,0.1
50_nodes,LinearSoftPenalty,0,False,34,2.4976613521575928,300,300,0.1
50_nodes,LinearSoftPenalty,1,False,33,2.5556983947753906,300,300,0.1
50_nodes,LinearSoftPenalty,2,True,35,2.658783435821533,300,300,0.1
50_nodes,LinearSoftPenalty,3,True,35,2.6968863010406494,300,300,0.1
50_nodes,LinearSoftPenalty,4,True,35,2.638640880584717,300,300,0.1
50_nodes,LinearSoftPenalty,0,True,36,0.893477201461792,100,300,0.1
50_nodes,LinearSoftPenalty,1,True,35,0.9130916595458984,100,300,0.1
50_nodes,LinearSoftPenalty,2,True,34,0.9061291217803955,100,300,0.1
50_nodes,LinearSoftPenalty,3,True,35,0.8860857486724854,100,300,0.1
50_nodes,LinearSoftPenalty,4,True,36,0.8933556079864502,100,300,0.1
50_nodes,LinearSoftPenalty,0,True,37,1.5027461051940918,100,500,0.1
50_nodes,LinearSoftPenalty,1,True,36,1.7305023670196533,100,500,0.1
50_nodes,LinearSoftPenalty,2,True,37,1.6517879962921143,100,500,0.1
50_nodes,LinearSoftPenalty,3,True,34,1.5435802936553955,100,500,0.1
50_nodes,LinearSoftPenalty,4,False,33,1.5225310325622559,100,500,0.1
50_nodes,LinearSoftPenalty,0,True,36,2.2642323970794678,100,750,0.1
50_nodes,LinearSoftPenalty,1,True,34,2.4110264778137207,100,750,0.1
50_nodes,LinearSoftPenalty,2,True,34,2.297699213027954,100,750,0.1
50_nodes,LinearSoftPenalty,3,True,35,2.358778953552246,100,750,0.1
50_nodes,LinearSoftPenalty,4,False,33,2.279557466506958,100,750,0.1
50_nodes,LinearSoftPenalty,0,True,34,3.1384565830230713,100,1000,0.1
50_nodes,LinearSoftPenalty,1,True,34,3.044689416885376,100,1000,0.1
50_nodes,LinearSoftPenalty,2,True,35,3.128390312194824,100,1000,0.1
50_nodes,LinearSoftPenalty,3,True,35,2.9918389320373535,100,1000,0.1
50_nodes,LinearSoftPenalty,4,True,35,3.1227543354034424,100,1000,0.1
50_nodes,LinearSoftPenalty,0,True,35,4.564223051071167,100,1500,0.1
50_nodes,LinearSoftPenalty,1,True,35,4.506329536437988,100,1500,0.1
50_nodes,LinearSoftPenalty,2,True,34,4.557411193847656,100,1500,0.1
50_nodes,LinearSoftPenalty,3,True,35,4.997851371765137,100,1500,0.1
