instance,algorithm,encoding,fitness_func,run,cover_size,is_valid,fitness,time_sec
large_100nodes,TS,SetEncoding,CoverSizeMinimization,1,41,False,-1000.0,0.019060134887695312
large_100nodes,GA,SetEncoding,ConstraintPenalty,1,38,False,0.0,1.1702988147735596
large_100nodes,SA,SetEncoding,ConstraintPenalty,1,34,False,0.0,0.18310213088989258
large_100nodes,TS,SetEncoding,ConstraintPenalty,1,12,False,0.0,0.3252584934234619
large_100nodes,GA,SetEncoding,EdgeCoverageOptimization,1,80,True,0.76,1.570317029953003
large_100nodes,SA,SetEncoding,EdgeCoverageOptimization,1,39,False,-99999.36118251928,0.1661694049835205
large_100nodes,TS,SetEncoding,EdgeCoverageOptimization,1,77,True,0.769,0.6247975826263428
large_100nodes,GA,SetEncoding,CoverSizeMinimization,2,4,False,-1000.0,0.2502305507659912
large_100nodes,SA,SetEncoding,CoverSizeMinimization,2,18,False,-1000.0,0.0650322437286377
large_100nodes,TS,SetEncoding,CoverSizeMinimization,2,29,False,-1000.0,0.020244359970092773
large_100nodes,GA,SetEncoding,ConstraintPenalty,2,17,False,0.0,1.2278990745544434
large_100nodes,SA,SetEncoding,ConstraintPenalty,2,94,True,0.53,0.19459295272827148
large_100nodes,TS,SetEncoding,ConstraintPenalty,2,47,False,0.0,0.30847668647766113
large_100nodes,GA,SetEncoding,EdgeCoverageOptimization,2,83,True,0.751,1.5967645645141602
large_100nodes,SA,SetEncoding,EdgeCoverageOptimization,2,92,True,0.724,0.2593207359313965
large_100nodes,TS,SetEncoding,EdgeCoverageOptimization,2,78,True,0.766,0.5702352523803711
large_100nodes,GA,SetEncoding,CoverSizeMinimization,3,33,False,-1000.0,0.2914605140686035
large_100nodes,SA,SetEncoding,CoverSizeMinimization,3,2,False,-1000.0,0.05671548843383789
large_100nodes,TS,SetEncoding,CoverSizeMinimization,3,19,False,-1000.0,0.01776266098022461
large_100nodes,GA,SetEncoding,ConstraintPenalty,3,6,False,0.0,1.215061902999878
large_100nodes,SA,SetEncoding,ConstraintPenalty,3,32,False,0.0,0.1836843490600586
large_100nodes,TS,SetEncoding,ConstraintPenalty,3,38,False,0.0,0.3169252872467041
large_100nodes,GA,SetEncoding,EdgeCoverageOptimization,3,82,True,0.754,1.6555969715118408
large_100nodes,SA,SetEncoding,EdgeCoverageOptimization,3,91,False,-99999.00128534704,0.18785786628723145
large_100nodes,TS,SetEncoding,EdgeCoverageOptimization,3,79,True,0.763,0.7822110652923584
scale_free_50nodes,GA,SetEncoding,CoverSizeMinimization,1,2,False,-1000.0,0.2888152599334717
scale_free_50nodes,SA,SetEncoding,CoverSizeMinimization,1,36,True,0.5813953488372093,0.05489230155944824
scale_free_50nodes,TS,SetEncoding,CoverSizeMinimization,1,8,False,-1000.0,0.007605075836181641
scale_free_50nodes,GA,SetEncoding,ConstraintPenalty,1,18,False,0.0,0.4401233196258545
scale_free_50nodes,SA,SetEncoding,ConstraintPenalty,1,40,True,0.6,0.05810260772705078
scale_free_50nodes,TS,SetEncoding,ConstraintPenalty,1,19,False,0.0,0.03380632400512695
scale_free_50nodes,GA,SetEncoding,EdgeCoverageOptimization,1,28,True,0.832,0.5382459163665771
scale_free_50nodes,SA,SetEncoding,EdgeCoverageOptimization,1,40,True,0.76,0.07204890251159668
scale_free_50nodes,TS,SetEncoding,EdgeCoverageOptimization,1,27,True,0.838,0.05214357376098633
scale_free_50nodes,GA,SetEncoding,CoverSizeMinimization,2,10,False,-1000.0,0.3321552276611328
scale_free_50nodes,SA,SetEncoding,CoverSizeMinimization,2,7,False,-1000.0,0.02822113037109375
scale_free_50nodes,TS,SetEncoding,CoverSizeMinimization,2,22,False,-1000.0,0.008344888687133789
scale_free_50nodes,GA,SetEncoding,ConstraintPenalty,2,7,False,0.0,0.381666898727417
scale_free_50nodes,SA,SetEncoding,ConstraintPenalty,2,42,True,0.5800000000000001,0.05535554885864258
scale_free_50nodes,TS,SetEncoding,ConstraintPenalty,2,1,False,0.0,0.03312063217163086
scale_free_50nodes,GA,SetEncoding,EdgeCoverageOptimization,2,29,True,0.8260000000000001,0.5548300743103027
scale_free_50nodes,SA,SetEncoding,EdgeCoverageOptimization,2,38,True,0.772,0.09663224220275879
scale_free_50nodes,TS,SetEncoding,EdgeCoverageOptimization,2,24,True,0.856,0.06078386306762695
scale_free_50nodes,GA,SetEncoding,CoverSizeMinimization,3,10,False,-1000.0,0.24144983291625977
scale_free_50nodes,SA,SetEncoding,CoverSizeMinimization,3,39,True,0.5617977528089888,0.06360697746276855
scale_free_50nodes,TS,SetEncoding,CoverSizeMinimization,3,12,False,-1000.0,0.007876873016357422
scale_free_50nodes,GA,SetEncoding,ConstraintPenalty,3,5,False,0.0,0.4208686351776123
scale_free_50nodes,SA,SetEncoding,ConstraintPenalty,3,41,True,0.5900000000000001,0.07004189491271973
scale_free_50nodes,TS,SetEncoding,ConstraintPenalty,3,4,False,0.0,0.036224365234375
scale_free_50nodes,GA,SetEncoding,EdgeCoverageOptimization,3,30,True,0.8200000000000001,0.6749157905578613
scale_free_50nodes,SA,SetEncoding,EdgeCoverageOptimization,3,39,True,0.766,0.11559557914733887
scale_free_50nodes,TS,SetEncoding,EdgeCoverageOptimization,3,26,True,0.844,0.06370115280151367
