instance,algorithm,encoding,fitness_func,run,cover_size,is_valid,fitness,time_sec
medium_50nodes,TS,BinaryEncoding,RepairBasedFitness,2,21,False,-37.0,0.15567588806152344
medium_50nodes,GA,SetEncoding,LinearSoftPenalty,2,37,True,-37.0,0.5855064392089844
medium_50nodes,SA,SetEncoding,LinearSoftPenalty,2,41,True,-41.0,0.09121060371398926
medium_50nodes,TS,SetEncoding,LinearSoftPenalty,2,35,True,-35.0,0.07523107528686523
medium_50nodes,GA,SetEncoding,AdaptiveEdgeWeighting,2,35,True,-35.0,0.6129317283630371
medium_50nodes,SA,SetEncoding,AdaptiveEdgeWeighting,2,40,False,-42.0,0.09410977363586426
medium_50nodes,TS,SetEncoding,AdaptiveEdgeWeighting,2,33,False,-35.0,0.0713348388671875
medium_50nodes,GA,SetEncoding,RepairBasedFitness,2,8,False,-37.0,0.8602778911590576
medium_50nodes,SA,SetEncoding,RepairBasedFitness,2,9,False,-36.0,0.12625694274902344
medium_50nodes,TS,SetEncoding,RepairBasedFitness,2,5,False,-36.0,0.12202906608581543
medium_50nodes,GA,EdgeCentricEncoding,LinearSoftPenalty,2,37,True,-37.0,3.6883668899536133
medium_50nodes,SA,EdgeCentricEncoding,LinearSoftPenalty,2,38,False,-39.2,0.40578174591064453
medium_50nodes,TS,EdgeCentricEncoding,LinearSoftPenalty,2,38,True,-38.0,2.639206647872925
medium_50nodes,GA,EdgeCentricEncoding,AdaptiveEdgeWeighting,2,35,False,-37.0,3.8220250606536865
medium_50nodes,SA,EdgeCentricEncoding,AdaptiveEdgeWeighting,2,36,False,-39.0,0.4499349594116211
medium_50nodes,TS,EdgeCentricEncoding,AdaptiveEdgeWeighting,2,37,False,-39.0,2.7238032817840576
medium_50nodes,GA,EdgeCentricEncoding,RepairBasedFitness,2,37,True,-37.0,3.9584147930145264
medium_50nodes,SA,EdgeCentricEncoding,RepairBasedFitness,2,35,False,-38.0,0.46247148513793945
medium_50nodes,TS,EdgeCentricEncoding,RepairBasedFitness,2,35,False,-38.0,2.7676713466644287
medium_50nodes,GA,BinaryEncoding,LinearSoftPenalty,3,36,False,-38.4,0.9057624340057373
medium_50nodes,SA,BinaryEncoding,LinearSoftPenalty,3,39,False,-40.2,0.11517596244812012
medium_50nodes,TS,BinaryEncoding,LinearSoftPenalty,3,35,True,-35.0,0.13899850845336914
medium_50nodes,GA,BinaryEncoding,AdaptiveEdgeWeighting,3,37,False,-38.0,0.9585750102996826
medium_50nodes,SA,BinaryEncoding,AdaptiveEdgeWeighting,3,39,False,-40.0,0.1245424747467041
medium_50nodes,TS,BinaryEncoding,AdaptiveEdgeWeighting,3,35,False,-37.0,0.12156963348388672
medium_50nodes,GA,BinaryEncoding,RepairBasedFitness,3,21,False,-35.0,1.076096773147583
medium_50nodes,SA,BinaryEncoding,RepairBasedFitness,3,21,False,-37.0,0.15624403953552246
medium_50nodes,TS,BinaryEncoding,RepairBasedFitness,3,28,False,-39.0,0.1480414867401123
medium_50nodes,GA,SetEncoding,LinearSoftPenalty,3,39,True,-39.0,0.5860457420349121
medium_50nodes,SA,SetEncoding,LinearSoftPenalty,3,41,True,-41.0,0.0882723331451416
medium_50nodes,TS,SetEncoding,LinearSoftPenalty,3,36,True,-36.0,0.05956149101257324
medium_50nodes,GA,SetEncoding,AdaptiveEdgeWeighting,3,36,False,-38.0,0.6309893131256104
medium_50nodes,SA,SetEncoding,AdaptiveEdgeWeighting,3,37,False,-40.0,0.09866738319396973
medium_50nodes,TS,SetEncoding,AdaptiveEdgeWeighting,3,33,False,-35.0,0.07125091552734375
medium_50nodes,GA,SetEncoding,RepairBasedFitness,3,17,False,-37.0,0.778461217880249
medium_50nodes,SA,SetEncoding,RepairBasedFitness,3,21,False,-36.0,0.11685729026794434
medium_50nodes,TS,SetEncoding,RepairBasedFitness,3,21,False,-38.0,0.11764860153198242
medium_50nodes,GA,EdgeCentricEncoding,LinearSoftPenalty,3,37,True,-37.0,3.709141254425049
medium_50nodes,SA,EdgeCentricEncoding,LinearSoftPenalty,3,39,True,-39.0,0.4282975196838379
medium_50nodes,TS,EdgeCentricEncoding,LinearSoftPenalty,3,38,True,-38.0,2.7802579402923584
medium_50nodes,GA,EdgeCentricEncoding,AdaptiveEdgeWeighting,3,36,False,-37.0,3.62607741355896
medium_50nodes,SA,EdgeCentricEncoding,AdaptiveEdgeWeighting,3,36,False,-39.0,0.42801547050476074
medium_50nodes,TS,EdgeCentricEncoding,AdaptiveEdgeWeighting,3,38,False,-40.0,2.6850881576538086
medium_50nodes,GA,EdgeCentricEncoding,RepairBasedFitness,3,35,False,-37.0,3.6828806400299072
medium_50nodes,SA,EdgeCentricEncoding,RepairBasedFitness,3,34,False,-38.0,0.41664958000183105
medium_50nodes,TS,EdgeCentricEncoding,RepairBasedFitness,3,32,False,-39.0,2.7361814975738525
large_100nodes,GA,BinaryEncoding,LinearSoftPenalty,1,81,False,-90.6,1.7326912879943848
large_100nodes,SA,BinaryEncoding,LinearSoftPenalty,1,83,False,-85.4,0.22113299369812012
large_100nodes,TS,BinaryEncoding,LinearSoftPenalty,1,81,True,-81.0,0.5478916168212891
large_100nodes,GA,BinaryEncoding,AdaptiveEdgeWeighting,1,78,False,-88.0,1.8526253700256348
large_100nodes,SA,BinaryEncoding,AdaptiveEdgeWeighting,1,80,False,-87.0,0.22986149787902832
large_100nodes,TS,BinaryEncoding,AdaptiveEdgeWeighting,1,78,False,-79.0,0.6196718215942383
large_100nodes,GA,BinaryEncoding,RepairBasedFitness,1,54,False,-79.0,2.120100736618042
large_100nodes,SA,BinaryEncoding,RepairBasedFitness,1,47,False,-80.0,0.2871365547180176
large_100nodes,TS,BinaryEncoding,RepairBasedFitness,1,45,False,-80.0,0.607088565826416
large_100nodes,GA,SetEncoding,LinearSoftPenalty,1,83,True,-83.0,1.1763927936553955
large_100nodes,SA,SetEncoding,LinearSoftPenalty,1,84,True,-84.0,0.2028670310974121
large_100nodes,TS,SetEncoding,LinearSoftPenalty,1,77,True,-77.0,0.3227393627166748
large_100nodes,GA,SetEncoding,AdaptiveEdgeWeighting,1,79,False,-82.0,1.2561893463134766
large_100nodes,SA,SetEncoding,AdaptiveEdgeWeighting,1,85,False,-86.0,0.22078800201416016
large_100nodes,TS,SetEncoding,AdaptiveEdgeWeighting,1,77,True,-77.0,0.3662545680999756
large_100nodes,GA,SetEncoding,RepairBasedFitness,1,15,False,-79.0,1.9397730827331543
large_100nodes,SA,SetEncoding,RepairBasedFitness,1,21,False,-80.0,0.3251509666442871
large_100nodes,TS,SetEncoding,RepairBasedFitness,1,7,False,-79.0,0.8466956615447998
large_100nodes,GA,EdgeCentricEncoding,LinearSoftPenalty,1,80,False,-83.6,9.390814304351807
large_100nodes,SA,EdgeCentricEncoding,LinearSoftPenalty,1,82,False,-85.6,1.0576014518737793
large_100nodes,TS,EdgeCentricEncoding,LinearSoftPenalty,1,85,True,-85.0,19.906372785568237
large_100nodes,GA,EdgeCentricEncoding,AdaptiveEdgeWeighting,1,80,False,-83.0,9.455595016479492
large_100nodes,SA,EdgeCentricEncoding,AdaptiveEdgeWeighting,1,79,False,-85.0,1.0769963264465332
large_100nodes,TS,EdgeCentricEncoding,AdaptiveEdgeWeighting,1,80,False,-85.0,19.193517446517944
large_100nodes,GA,EdgeCentricEncoding,RepairBasedFitness,1,78,False,-83.0,9.838630437850952
large_100nodes,SA,EdgeCentricEncoding,RepairBasedFitness,1,78,False,-85.0,1.0733113288879395
large_100nodes,TS,EdgeCentricEncoding,RepairBasedFitness,1,81,False,-85.0,18.679805994033813
